"model_a","model_b","metric","repeat_id","model_a_estimate","model_b_estimate","raw_difference_a_minus_b","interpretation"
"nonlinear_psa","primary_modern","brier",16,0.176221921623281,0.173587265911178,0.00263465571210214,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",17,0.171421264654078,0.171004813697954,0.000416450956124303,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",18,0.17349132637427,0.172786429603392,0.00070489677087826,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",19,0.176996829817533,0.175734066421976,0.0012627633955572,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","brier",20,0.175483917467335,0.174332834407047,0.00115108306028799,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",1,0.519701597484038,0.515776618601731,0.00392497888230692,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",2,0.533884366241783,0.526734350396397,0.00715001584538577,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",3,0.523399425454317,0.520233354307193,0.00316607114712364,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",4,0.517244255158284,0.515760608219285,0.00148364693899949,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",5,0.52908928344541,0.517920060474541,0.0111692229708688,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",6,0.515886227137554,0.51396916774392,0.00191705939363429,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",7,0.520469601711019,0.516944725521782,0.0035248761892368,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",8,0.527050740192054,0.52167142156058,0.00537931863147356,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",9,0.521993042342935,0.519177356963561,0.00281568537937427,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",10,0.523018066976781,0.522252934239245,0.000765132737535867,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",11,0.522639179101925,0.521739063981714,0.000900115120210598,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",12,0.519488620369672,0.516671511101402,0.00281710926827083,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",13,0.522566922882952,0.518319031813323,0.00424789106962864,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",14,0.522136246767622,0.519041472981528,0.00309477378609413,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",15,0.519540894874707,0.51535107581344,0.00418981906126659,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",16,0.527680687458914,0.521140757611386,0.00653992984752838,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",17,0.513121338424798,0.513214855892205,-9.35174674071559e-05,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",18,0.519939313369959,0.519216106669136,0.000723206700822931,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",19,0.528883234073576,0.526645288784003,0.00223794528957233,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","log_loss",20,0.525557337007559,0.523153295464583,0.00240404154297646,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",1,-0.00482601107022901,-0.00391781420422804,-0.000908196866000971,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",2,0.015173756150498,0.010019559361403,0.00515419678909503,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",3,0.000461391757424393,-0.000711249932906821,0.00117264169033121,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",4,-0.00722958035632978,-0.00475924443255373,-0.00247033592377605,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",5,0.00751873683196169,0.00264716546975983,0.00487157136220186,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",6,0.016167279520043,0.00851939273275493,0.00764788678728805,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",7,-0.00792217982351318,-0.00734271825210745,-0.000579461571405727,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",8,-0.0146262233610045,-0.00962238456303404,-0.0050038387979705,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",9,-0.00335951623608639,-0.00344193830179448,8.24220657080882e-05,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",10,-0.00874669209064072,-0.0101705278920866,0.00142383580144589,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",11,0.000397886344056866,0.0023663486723233,-0.00196846232826644,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",12,-0.00616071547070386,-0.00340358898796341,-0.00275712648274045,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",13,-0.0108385657553774,-0.00834239404279392,-0.00249617171258349,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",14,-0.00698692426187691,-0.00639841489284338,-0.000588509369033534,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",15,-0.00369395169079136,-0.00248678042868228,-0.00120717126210908,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",16,0.00128912868024074,-0.00150481660117225,0.00279394528141299,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",17,-0.0119546153352394,-0.00990288121159427,-0.00205173412364514,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",18,0.00601297658599355,0.00309516718576171,0.00291780940023184,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",19,-0.000325796092243139,-0.00396636878665364,0.0036405726944105,"Raw paired difference; preferred direction depends on the metric."
"nonlinear_psa","primary_modern","calibration_intercept",20,-0.0124970889252038,-0.00491373235078241,-0.00758335657442137,"Raw paired difference; preferred direction depends on the metric."
